source_language,target_language,source_text,target_text
Dholuo,Swahili,Malala senator ma county kakamega migosi cleaphas malala ichwalo e doho kawuono kaotenore kod tulo mane oneno e yiero madundo mane otimore e kar chung od bura ma matungu juma maokalo.,Cleophas Malala ambaye ni seneta wa Kakakmega atafikishwa mahakamani kutokana na  vurugu vilivyotokea katika uchaguzi mdogo wa Matungu kaunti hiyo ya Kakamega
Dholuo,Swahili,Rach manitie esomo many'eng eni kinde dhi kapoki duoko penjo mora mora. ,Hatari iliyo katika usomaji mara nyingi ni uwezekano wa muda kuyoyoma kabla kuyajibu maswali yote. 
Dholuo,Swahili,Kiki many adiera e hii moriambo.,Usitafute ukweli ndani ya uongo .
Dholuo,Swahili,"Nakalo penj mar gigo tam ni, kendo namba ma ber e klas wa. ",Niliupita mtihani tulioufanya mwishoni mwa muhula                huu Kutokana na juhudi zangu za mchwa ajengaye kichuguu nimeibuka nambari    mosi katika darasa letu. 
Dholuo,Swahili,mondo kik gidwar Nyasaye ni mondo ogolgi e chandruok.,wa ufisadi ili wasimtafute awaokoe wanaponaswa.
Dholuo,Swahili,Minwa en miyo matiyo matek.,Mamayangu ni mwanamke anayefanya kazi kwa bidii.
Dholuo,Swahili,***** Haji nochung' kacha ka chunye chandore mi okia gima dotim.,*****  Haji alisimama pale moyo unampapa asijue cha kufanya.
Dholuo,Swahili,To be isebedo e tugo moro amora mar lig?,"Je, umecheza mechi yoyote ya ligi?"
Dholuo,Swahili,"weche dak ily,",Mbona unawashwa na maneno ya ndoa.
Dholuo,Swahili,Gin duto ginyalo ketho weche ma inbiro wacho kendo bedo koda paro mopogore kode. ,Sote huathiriwa na haya ambayo hutufanya kuwa na mtazamo fulani kuhusu mtu fulani. 
Dholuo,Swahili,"ok nyalre ni ng'at ma oluoro mipaka ma oketi gi nyasaye nyalo hinyo kata ng'ato achiel,we kata nego ji alufe ma onge gi ketho",Haiwezekani kwa mtu anayetii mipaka iliyowekwa na Allah kumdhuru hata mmoja achilia mbali kuua maelfu ya watu wasio na hatia.
Dholuo,Swahili,Idhi kanye gi chiemo no ?,Unaenda wapi na hicho chakula 
Dholuo,Swahili,Mesa leer ahinya.,Meza ni safi sana.
Dholuo,Swahili,Tudruok en chwalo ote kowuok e yoor tero ote moro nyaka machielo. ,Mawasiliano ni uwasilishaji wa taarifa kutoka chombo kimoja hadi kingine. 
Dholuo,Swahili,Baba:  Mano ber nyathina. ,Baba:     	Hongera mwanangu. 
Dholuo,Swahili,Tich mar pur ber hainya.,Ukulima ni kazi nzuri sana
Dholuo,Swahili,Tin mar gige thieth to gi otendni mag jotuo medo ketho mang'eny.,Upungufu wa vifaa na pia vitanda vya hospitalini umeathiri zaidi. 
Dholuo,Swahili,nitie yore mang'eny ma inyalo ndik go ripot ,Kama mitindo mbalimbali inayoweza kutumiwa kuandika ripoti.
Dholuo,Swahili,Koloso odiechieng makawuono ekar od bura ma kiharu kuma ne oyuoroe enyasi mar alam owacho ni moko kuom jotelo mag siasa mawuok masawa mar piny kenya mane osebedo kanikod too ewi winjruok onogo ne ochwe ogweth oko elemo magi wach makoro olero ni onenore malongo,Akizungumza kutoka eneo la Kiharu alikohudhuria hafla ya maombi amesema baadhi ya wanasiasa kutoka eneo la kati waliopinga makubaliano hayo walinyang`anywa nyadhifa zao serikalini. 
Dholuo,Swahili,Jamni kod gwen mane ni e i jikon owang' duto.,Mifugo kama vile ng`ombe na kuku waliokuwa jikoni waliteketea na kusalia jivu
Dholuo,Swahili,"Kuondego ema kute kaka mag ong'ore kod kute mamoko dakie, kendo gikelo tuoche.",Hapo ndipo wanyama au wadudu wadogo wadogo kama vile panya huishi na hueneza magonjwa.
Dholuo,Swahili,"Kane ochopo Hannesburg, ne en gi chenro mar yudo somo mamalo.",wa hannesburg akiwa na lengo la kutafuta elimu ya kiwango cha juu. 
Dholuo,Swahili,"Nitie derepe moko ma nindo ok tergi nikech gisechako tijegi gokinyi mang'ich, kae to giwuok e tich bang' seche mag otieno.",Baadhi ya madereva hukosa usingizi kwa sababu ya kurauka alfajiri na mapema na kutoka kazini saa za usiku wa manane.
Dholuo,Swahili,E duka nene onyieo paket mar ndawa,Katika kioski alinunua pakiti ya sigara. 
Dholuo,Swahili,"Nyadendi cynthia musumba mane osomo e skundno ne ochiwo masks 1500, lita 10 mag sabun kod jericans ka olero ni lwenj kedo gi corona nyaka nyuakne.","Mwanachuo cynthia musumba aliyesoma na kuhitimu katika shule hiyo aligawa barakoa 1500, lita kumi za sabuni pamoja nan doo huku akieleza kuwa lazima tuwajibike katika vita dhidi ya corona."
Dholuo,Swahili,Wuon gi oywak ahinya ,Baba yake amelia sana 
Dholuo,Swahili,Polo dudo.,Mawingu yametanda kunataka kunyesha .
Dholuo,Swahili,abdul haji en wuod ma nyocha en senator makono yusuf haji mane otho dwe mokadho.,Abdul Haji ni mwanaye mwendazake Yusuf Haji aliyekuwa seneta wa Garisa
Dholuo,Swahili,Onego olosi yoo makende kendo kaka ibiro tim tijego mag ting'o osigo kendo neno ni boma mar Mombasa ochung' kar kende. ,Tunapaswa kubuni jopokazi ambalo litaweka taratibu zitakazohakikisha kuwa Mombasa imegeuzwa kuwa bandari huru. 
Dholuo,Swahili,"Migawo mar thieth bende ogolo kuayo ne josiasa, jodolo kod jogo maotelo ne oganda mondo odhi echanjo mar corona kaka yor jiwo jopiny kod jogo manie opara mambele ekedo gi corona mondo ochop oyud chanjo makamano.","Waziri wa afya anawahimiza wanasiasa, wachungaji na viongozi kupata chanjo ya korona kama njia ya kuwahimiza wananchi kukabiliana na korona."
Dholuo,Swahili,"Bugni mar City ne okelogi e piny koa e polo, kama ne gisebedo ka gichung'ie kuom kinde.",Kichapo hiki cha City kiliwateremsha ardhini kutoka mbinguni ambako wamekuwa wakielea kwa muda sasa.
Dholuo,Swahili,Duokna bei piny eka anyiew lawni,Nipunguzie bei ili ninunue hii nguo
Dholuo,Swahili,"Chieng' Tich Adek, ne oromo gi joote moko moa Kakamega County, ma ne gin ji gana achiel mia ang'wen.","Mnamo Jumatano, alikutana na ujumbe mwingine kutoka Kaunti ya Kakamega, uliowashirikisha watu 1,400."
Dholuo,Swahili,Dhi imuk laki e osiptal,Enda ung'olewe meno hospitalini.
Dholuo,Swahili,"Jotichgi onego land mana kaka riwruok mar Transparency International nyocha owacho, ni piny",Watumishi hawa wanastahili kutangaza kama walivyo fanya shirika la Transparency International  hivi karibuni na kusema kuwa nchi
Dholuo,Swahili,Owadu nyaka nyocha duog dala obet mana kuma entiero no. ,Nduguyo tangu aje nyumbani amejitupa pale alipo hata hafurukuti. 
Dholuo,Swahili,Mos mos e wuoth,Pole pole ndio mwendo
Dholuo,Swahili,Ne aromo kode kaodhi kocha ,Nilikutana naye akienda kule
Dholuo,Swahili,Gol gik manono duto.,Kufuta yale ambayo hayana manufaa Katu.
Dholuo,Swahili,"Wach mar adek en ni, onge kuonde yweyo moromo.",Jambo la tatu ni ukosefu wa vyoo vya kutosha.
Dholuo,Swahili,Saa auchiel osechopo?,"Je, saa sita imefika?"
Dholuo,Swahili,"d. Miyo Ji bedo Mamor.moko kuom penjo gi tiyo tij moro ji. Kuom ranyisi, inyalo gwelo jathum mondo obi omi jowinjo mor seche ma ower",d.      Kuburudisha.Baadhi ya mahojiano huwa yanalenga tu kuburudisha. Kwa mfano msanii fulani anaweza kualikwa kwa mahojiano kwa nia ya kuiburudisha hadhira. 
Dholuo,Swahili,To gima lich en ni yadh mach en mana mach. ,Ya ajabu ni kwamba dawa ya moto ni moto. 
Dholuo,Swahili,"Somo konyo ng'ato e e ngeyo kaka gik moko timore, ng'eyo adiera,  kendo bedo maber gi mirimabo. ","Elimu humwezesha kiume kutathmini hali,  kutamani ukweli na uhalisia,  na kujtenga na uongo na uove. "
Dholuo,Swahili,Nyathina oheo lepe tee,Mtoto wangu hatoshei kwa nguo zake zote 
Dholuo,Swahili,jayal buche weldon korir olero ni okinde mag migosi sonko opedho ngur motegno mamulo katiba manyaka winj.,Jaji Weldon Korir amesema kuwa mawakili wa Sonko wameleta malalamishi yenye uzito kuhusu katiba ambayo lazima yasikilizwe
Dholuo,Swahili,"Kuom mano, daher ni sirkal okony owete gi nyiminegi gi lony ma onge chudo, kendo okonygi gi buge koda lewni ma ginyalo rwako mondo gipuonjre somo","Kwa hiyo, ningependelea kama serikali ingesaidia akina yakhe na uteky wa bure the huleni, uresaidiwe karo pia hata sare ili waweze kusoma ita"
Dholuo,Swahili,Ne ochwegi ka pok ochwegi.,NITAUMBWA TENA  Kabla ya kuumbuliwa walikuwa wameumbwa.
Dholuo,Swahili,Ranyisi mar ariyo skul mar tiegruok ma nitie mombasa namba mar posta ariyo ariyo achiel achiel nono MOMBASA KENYA tarik apar gi ang'wen Desemba higa mar aluf ariyo gi auchiel Miyo Maria Moshe namba mar posta achiel achiel nono Kilifi miyo Mushi,"Mfano 2 CHUO CHA UFUNDI ANUWAI CHA MOMBASA S.L.P. 22110 MOMBASA KENYA 14 Decemba 2006 Bi Maria Moshe S.L.P 110KilifiBi. Mushi,  "
Dholuo,Swahili,To mago mag tije lwedo gin:,Nayo hayo ya kiufundi ni kama
Dholuo,Swahili,Kuom thuolo maromo nade?,Muda gani? 
Dholuo,Swahili,"Kembe ma itiyogo e ohand gik moko, golo yugi e aorego, kendo miyo aorego bedo mogak.",Viwanda huelekeza uchafu mitoni na kuchafua maji haya.
Dholuo,Swahili,"Jogo madhi e tiegruok mar pur, yudo ka chuoyo chuoyo gi chuodho e pap kata ting'o bao mar riembo jamni e ng'wech mar manyo thieth.",Wanaoandamana kwa somo la kilimo hujipata wanarukiwa na tope mashambani au wakiwa na kibaina kigumu cha kufukuzana na mifugo katika hekaheka za kuwatibu. 
Dholuo,Swahili,Tinde mary nigi pek mang’eny,Siku hizi mary anashida mingi 
Dholuo,Swahili,Nochung' kendo oluoko lwete mochako chiemo. ,Akaamka akanawa mikono yake kisha akaanza kubugia mlo wa mtamu ajabu. 
Dholuo,Swahili,Aluoro polis,Naogopa polisi 
Dholuo,Swahili,Mama ose tedo chiemo.,Mama amepika chakula
Dholuo,Swahili,Ne omose. ,akisalimiwa. 
Dholuo,Swahili,"Kuom jogo ma nigi corona, ne otergi kar kendgi mondo ogeng ' landruok mar tuwono, ka koni to ne ichulogi pesa mondo ogonygi.",Kwa wale wenye corona walitengwa na kuwekwa karantini ili kupunguza uenezaji wa virusi huku aila zao zikitozwa fedha ili mtu wao kuwachwa huru.
Dholuo,Swahili,An jahawi,Mimi ninabahati.
Dholuo,Swahili,Adhi e salun suko,Naenda kusongwa nywele 
Dholuo,Swahili,"donj uru e islam ka un gi geno,to kik ulu yore jachien, nikech en jasiku moyangre","Ingieni katika Uislamu kwa ukamilifu, wala msifuate nyayo za Shetani; hakika yeye kwenu ni adui aliye wazi."
Dholuo,Swahili,"kaka ne oparo nyihindo mane tuog nyoro,  nobuok kendo koyo nomako dende te. ","Alipowaza juu ya vijana waliokuwa wanacheza jana yake,  alishtuka na hata akaanza kuingia baridi mwili mzima. "
Dholuo,Swahili,chienrono osir gi ruoth ma kojwach east ma olero ni obiro konyo eneno ni nyithindo manyiri orito makare kendo ok gidonj e keny kod iye momondo.,Maneno hayo yalitiliwa mkazo na chifu wa Kojwach ambaye alisema atafanya juhudi kuhakikisha kuwa watoto wasichana hawapatimimba za mapema
Dholuo,Swahili,"E wi mano, bedo gi chilo mang'eny nyalo miyo ji kik dak gi kuwe e kindgi, kendo miyo joma odak e alworano obed gi sigu e kindgi.","Madhara ya mbele zaidi ni kutokuwa msafi, uchafu wa mazingira unaweza ukasababisha magonjwa kama vile malaria, homa, umbu na kadhalika na pia hukosesha watu wengi waishi kwa amani kwa sababu uchafu ina madhara mengi zaidi na pia majirani wanaeza kuchukiana kupitia uchafu wa mazingira."
Dholuo,Swahili,Aseyie akawo ting’ni,Nimekubali kuchukuwa jukumu lako
Dholuo,Swahili,Ji mang'eny paro ni pinywa opong ' gi chilo mang'eny moloyo pinje mamoko.,Watu wengi hufikiri kua uchafuzi wa mazingira hua mkubwa katika nchi yetu kuliko nchi zingine za kigeni.
Dholuo,Swahili,Ne giparo na ni ne onge koda dichuo mane pimo ne pache kata gik machande. ,Yaliponikumbusha kuwa hakuwa na mume wa kumpa hisia zake wala wasiwasi au joto lake. 
Dholuo,Swahili,Luu chik mag nyasae,Fwata maagizo ya  Yesu 
Dholuo,Swahili,Uriyo nade jowadwa?,Umeshindaje leo jameni?
Dholuo,Swahili,Bende ber ka wabeto lum manie alworawa.,Pia tunafaa kufyeka majani ambayo yako karibu nasi.
Dholuo,Swahili,Ne en kit gi timo kamano. ,Ilikuwa desturi yao kufanya hivyo. 
Dholuo,Swahili,Mos ma okowni nyamera,Salamu unaotumiwa dadangu
Dholuo,Swahili,ndalo moko 6 mokalo chien geoge kubai yande oriko ogwel elemono kod jatend migao munya ,Siku sita zilizopita George Kubai aliteuliwa na waziri Munya katika nafasi hiyo
Dholuo,Swahili,Chien kanyo ne en biro mar stima,"Awali, ni uzalishaji wa kawi."
Dholuo,Swahili,"E wi mago duto, derepe mag mtokni onego opuonji e wi hinyruok ma masiche kelo kendo onego opuonjgi e yor mbui.",Kando na hayo yote madereva wanapaswa kuelimisha kuhusu athari za ajali na wapewe masomo kupitia mtandaoni.
Dholuo,Swahili,Wapidho maua e aluora marwa.,Tumepanda maua kwa mazingira yetu
Dholuo,Swahili,cham nochopo bor mar chong ng'ato,Urefu wa mimea ulifikia kimo cha magoti ya mtu mkubwa.
Dholuo,Swahili,Bey moyweyo ,Bei ya chini
Dholuo,Swahili,Dhok ok en mar yugi,Mdomo siyo ya uchafu.
Dholuo,Swahili,"Mar adek en ni e grube mag siasa golo kony ne jomoti ma ok nyal,jopuonjre ma onge pes somo to gi jodhier ma onge nyalo moro amora.","Tatu, katika makundi ya kisiasa, wanasiasa hutoa pesa za misaada kwa wakongwe wasiojiweza, wanafunzi wasio na uwezo wa kulipa karo ya shule na familia maskini wasio na mbele wala nyuma."
Dholuo,Swahili,"Yien, lowo, kod gik mamoko ma yudore e alworawa e ma iluongo ni habitat.","Mazingira ni vitu vinavyo tuzingira pahali tulipo kwa mfano miti, nyumba, na bahari."
Dholuo,Swahili,To ere kaka wanyalo yudo bergo?,Je faida hiyo tunaipata kivipi?
Dholuo,Swahili,Gima ber irwakone tere. ,Wahenga na wahenguzi hawakulanzi walipolonga kuwa chanda chema huvishiwa pete. 
Dholuo,Swahili,Inyalo tiyo gi nyukta madongo kende,Unaweza kutumia herufi kubwa tu.
Dholuo,Swahili,Okan'geyo ka ne gibiro nikech ne gin giparo ni nitiere geno mane ji osebedo karito. Kuom ndalo mathoth ne gibedo ka gikia gombo kata geno. ,Sijui walivutwa na tamauko au tamaa ya kusikia tu iwapo kuna tumaini lililokuwa linawangoja;  kwa muda walikuwa hawajui kutamani wala kutumaini. 
Dholuo,Swahili,Kidieny moro mar njore chodo wi nyithindo epiny mozambique.,Wahalifu fulani kule Mozambique wanakata shingo za watoto
Dholuo,Swahili,Bando oner te,Maindi yamenyauka zote.
Dholuo,Swahili,Be isegatimo sinema moro amora? Kleanheart: mar,Katika Sanaa hiyo ya uigizaji ulitayarisha filamu zozote na zipi kama ziko?  Kleanheart:
Dholuo,Swahili,jo apiko e kisumu county ojiw olos riwruoge mag kungo kod keno kaka yor bero ngimagi.,Waendeshaji bodaboda katika kaunti ya Kisumu wameambiwa waunde vyama vya kuweka fedha kama njia ya kuboresha maisha yao
Dholuo,Swahili,"E kit ogendini moko, ok en gima owinjore nyiso jomoko kuonde mopondo mag del.",Ni kinyume ya sheria kutaja sehemu za siri katika baadhi ya tamaduni.
Dholuo,Swahili,"ywak noduongo thoot pile, kendo nyithindo go ne otiyo godo kak jowuoth ma ugwe, nyadwat, wuok chieng, potho chieng. ","Mauti yakapiga hodi kila uchao huku watoto wenyewe wakigeuzwa abiria wa kusafiri sio Kusini,  sio Kaskazini,  Magharibi au Mashariki. "
Dholuo,Swahili,Ooyo nyano iye ema chue,"La hasha,  tumbo ndiyo imenona."
Dholuo,Swahili,Nodhi ka Kijasiri piyopiyo. ,Alienda kwa Kijasiri mara moja. 
Dholuo,Swahili,Pinyni opogore ahinya gi piny mwadakieni.,Ulimwengu tofauti na huu ambao wamekosa maana na ladha.  
Dholuo,Swahili,Ichiko iti maber?,Umetega maskio vizuri?
Dholuo,Swahili,Nowuok tich adek gotieno kendo oduogo tich abich gokinyi. ,Aliondoka Jumatano usiku na kurudi Ijumaa asubuhi. 
Dholuo,Swahili,Seche moko ginyalo bedo jii ariyo ma penjo penjo. ,Wakati mwingine huweza kuwa ni kundi la watu wawili wanahoji. 
Dholuo,Swahili,Apuoyo tin to goyo rude.,Mtu ni mdogo lakini anatenda jambo kubwa.
Dholuo,Swahili,Ji paro ni kuondego ema nitie chilo mang'eny moloyo kuonde mamoko e piny.,Watu hufikiri kuwa uchafuzi huwa mkubwa katika nchi hizo kuliko nchi zilizo na viwanda vingi.
Dholuo,Swahili,Jolweny ogolo dhao,Wanajeshi wameleta vita
Dholuo,Swahili,Moko kuomgi wechego gin mag kisera ma ok owinjore.,Minghairi ya hayo ni mahusiano ya kimapenzi ambayo hayafai uita Yanceweza kuwa
Dholuo,Swahili,Ageno in koda lony mar pimo ne wachni. ,Najua una mbinu za kumfunulia tanzia hii. 
Dholuo,Swahili,"Ka koro wago oriti,  tuo ni oketho ahinya chenro mar dak makmana ni ma to omedre gi kaka wakao tuoni nikech ka wanyalo luo chik mag tuoni to wanyalo loyo korona.","Katika kutia nanga, ugonjwa huu umetuathiri sana mfumo wetu wa maisha lakini hii yote imechangiwa zaidi na vile tunavyochukulia ugonjwa kwani tukiweza kufuata masharti ya ugonjwa huu basi tutaweza kupambana na Uviko19."
Dholuo,Swahili,Yesu biro waikre uru.,Tufanye matengenezo Yesu yuaja
Dholuo,Swahili,Tuoni osemiyo oganda mathoth owito ngima gi.,Ugonjwa huu umepeleka watu jongomeo.
Dholuo,Swahili,Be ji osedonjo ot tee?,"Je, watu wote washaingia ndani ?"
Dholuo,Swahili,jakom duond bura mar kanu gedion moi owacho ni dwachgi maduong en manyo yore mag tieko siasa`mag dhoudi weche mane osir lwedo kod jatend duon buramar anc musalia mudavadi.,Mwenyekiti wa KANU Gideon Moi amesema kuwa nia yao ni kuona kuwa siasa za kikabila zinamalizwa jambo lililoungwa mkono na Musalia Mudavadi
Dholuo,Swahili,Joma lwetegi boyo ka mag pusi bende birodok chien.,Wenye mikono mirefu kama paka zitapungua.
Dholuo,Swahili,Owacho ni migosi odinga nikod lai mage owuon mag dhi manyo kom ker pachoka eiga manyien,Amesema kuwa Mheshimiwa Raila ana mpango wake mwenyewe wa kuwania urais mwakani. 
Dholuo,Swahili,Nomiyo Kipokeo nyiero. ,Alimpa Kipokeo kigoda. 
Dholuo,Swahili,"Moko kuom yorego gin, bedo mabor gi joma nigi ranyisi mag corona mita achiel, weyo mako kuonde ma pi nitie e del kaka wang' kod ume gi lwedo ma ok ler, weyo dhi kuonde ma ji ng'enyie, kendo tiyo gi gir geng'o ng'ol kinde duto.","Baadhi ya njia hizi ni kukaa mita moja mbali na watu wenye dalili za corona, kuepuka kushika sehemu zilizo majimaji ya mwili kwa mfano, macho, pua kwa mikono isiyo safi kuepukana na sehemu zenye watu wengi na kuvaa barakoa kila wakati. "
Dholuo,Swahili,Olero ni tije en neno ni chienro obedo kare eod bura komakore gi weche mag piny owacho.,Ameeleza kuwa kazi yake ni kuhakikisha kuwa mipango ya serikali inaingiliana.
Dholuo,Swahili,"Ripot machuok madhi ne grup moro mar ji kata komiti moro nyalo chakore gi adres mar grubno, tarik","Ripoti fupi ambayo inaenda kwa kundi la watu au kamati  huweza kuanza na anwani ya kundi husika, tarehe , kongwezi."
Dholuo,Swahili,Oduok bech mbolea piny,Bei ya mbolea limeteremshwa chini
Dholuo,Swahili,Ngama kare ber?,Nani basi ni mzuri?
Dholuo,Swahili,Lakteche thietho maber.,Daktari hutibu vizuri.
Dholuo,Swahili,jatend migawo ma ochungne weche mag ohala kod kembe e pacho kae mikayi bety maina owacho ni jogo mankod ohendni matindo tindo oyudo kuma ginyalo yudie kony kamoro achiel.,Waziri wa viwanda na biashara humu nchini Betty Maina amesema kuwa wafanyibiashara wadogowadogo wamepata mahali pa kufanya biashara nyingine
Dholuo,Swahili,"Jatelo maduong' mar sirkal, jakony mare, koda jotelo mamoko, notimo kinda ahinya mondo omi jogo ma ne luwo chenro mar Boresha ong'e ni ok onego gicha alwora.","Waziri mkuu, naibu wake na wizari wengine walijitahidi ili wapate kuwapasha wanakiji hicho cha Boresha ujumbe kuhusuuchafuzi wa mazingira."
Dholuo,Swahili,Dongruok mar pinje ma eka a malo okethore mang'eny kotelne gi gi oganda mar Afrika ma osebedo gi gope madongo ahinya.,Uchumi wa jamii zinazoendelea umeharibika sana hasa jamii za kiafrika ambazo zimeshakuwa na madeni kubwa sana.
Dholuo,Swahili,Oyo minwa. ,La mama. 
Dholuo,Swahili,Madongo mag dhano.,kuu za adinasi.
Dholuo,Swahili,Oromo gi jaluok cho,Amekutana na mwosha choo.
Dholuo,Swahili,Joneno wacho ni jago mane orwako mask kaachiel golve elwete ne omayo apisano bunde eround about ma kisumu boys bang kane ogoyo iye,Walioshuhudia kisa hicho wanasema kuwa mtu huyo alimpiga kumbo polisi huyi kabla ya kumpokonya bunduki.
Dholuo,Swahili,"Kaka bedo moriere, pith maber, kaonge thor wach, tiji nyalo bedo maok oriere kendo keto sigandi medo maok mit. ","Kwa mfano uadilifu,  malezi mema n. k Bila dhamira kazi yako itakuwa na vipande tofauti tofauti na kufanya riwaya yako kukosa muumano. "
Dholuo,Swahili,"An aluoro tiji, Juma nowachone. ","Tafadhali naithamini kazi yako,  Juma alimsihi. "
Dholuo,Swahili,Keny maka magi noriwo oganda kendo kelo mor. ,Ndoa za aina hizi ziliimarisha umoja zaidi ya kuleta furaha mpwitompwito. 
Dholuo,Swahili,"Nitiere kautis Abich mane otelo kuom tiyo oda omenda go eyo marach, gin kaka;   Kajiado,  Nairobi,  Tana River,  Siaya na Bungoma.  ","Kuna kaunti tano ambazo ziliongoza kwa utumizi wa pesa hizo vibaya nazo ni Kajiado,  Nairobi,  Tana River,  Siaya na Bungoma.  "
Dholuo,Swahili,"Kata kamano bang' timo nonro, migao mochung' ne weche  pur nowacho ne jopur mondo kik gibed gi buok nikech gima osekethore ong'e. ","Lakini baada ya kufanya ukaguzi jana,  idara ya kilimo katika kaunti hiyo iliwataka wakazi kutokuwa na hofu,  kwani bado hakuna hasara imeshuhudiwa. "
Dholuo,Swahili,Jopuonje nono penj kawuono,Walimu wanasahihisha mitihani leo 
Dholuo,Swahili,Babau nigi mon adi?,Babako anawake wangapi?
Dholuo,Swahili,Asisi ageno ni ok inena rach?,"Asisi,  nadhani kwamba hunilaumu?"
Dholuo,Swahili,Adwa ndiko nying’ jii tee e klass,Nataka kuandika jina ya watu wote darasani 
